OMIT_0001001	Anatomy Category
OMIT_0024335	Insulin-Secreting Cells
OMIT_0024336	Pancreatic Polypeptide-Secreting Cells
OMIT_0024337	Regulatory Elements, Transcriptional
OMIT_0024338	Genes, Developmental
OMIT_0024339	Genes, Immunoglobulin Heavy Chain
OMIT_0024340	Genes, Immunoglobulin Light Chain
OMIT_0024341	Immunoglobulin Subunits
OMIT_0024342	VDJ Exons
OMIT_0024343	Fomites
OMIT_0024344	Bowman Capsule
OMIT_0024345	Urofollitropin
OMIT_0024346	Neurotransmitter Transport Proteins
OMIT_0024347	Plasma Membrane Neurotransmitter Transport Proteins
OMIT_0024348	Vesicular Neurotransmitter Transport Proteins
OMIT_0024349	Catecholamine Plasma Membrane Transport Proteins
OMIT_0024350	Dopamine Plasma Membrane Transport Proteins
OMIT_0024351	Norepinephrine Plasma Membrane Transport Proteins
OMIT_0024352	GABA Plasma Membrane Transport Proteins
OMIT_0024353	Serotonin Plasma Membrane Transport Proteins
OMIT_0024354	Glycine Plasma Membrane Transport Proteins
OMIT_0024355	Hallux Varus
OMIT_0024356	Bunion, Tailor's
OMIT_0024357	Oncogene Protein tpr-met
OMIT_0024358	Glutamate Plasma Membrane Transport Proteins
OMIT_0024359	Vesicular Biogenic Amine Transport Proteins
OMIT_0024360	Vesicular Monoamine Transport Proteins
OMIT_0024361	Vesicular Acetylcholine Transport Proteins
OMIT_0024362	Vesicular Inhibitory Amino Acid Transport Proteins
OMIT_0024363	Vesicular Glutamate Transport Proteins
OMIT_0024364	Stillbirth
OMIT_0024365	Live Birth
OMIT_0024366	Adrenarche
OMIT_0024367	Pancreatitis, Chronic
OMIT_0024368	Nostoc commune
OMIT_0024369	Nostoc muscorum
OMIT_0024370	Indoleamine-Pyrrole 2,3,-Dioxygenase
OMIT_0024371	Oncolytic Viruses
OMIT_0024372	Mutant Proteins
OMIT_0024373	Mutant Chimeric Proteins
OMIT_0024374	Subcutaneous Fat, Abdominal
OMIT_0024375	Mesangial Cells
OMIT_0024376	Diet, Carbohydrate-Restricted
OMIT_0024377	Glomerular Basement Membrane
OMIT_0024378	Glycerol-3-Phosphate Dehydrogenase (NAD+)
OMIT_0024379	Hydroxypyruvate Reductase
OMIT_0024380	Malate Dehydrogenase (NADP+)
OMIT_0024381	3-Isopropylmalate Dehydrogenase
OMIT_0024382	Ketol-Acid Reductoisomerase
OMIT_0024383	Bowman Membrane
OMIT_0024384	D-Xylulose Reductase
OMIT_0024385	Phosphoglycerate Dehydrogenase
OMIT_0024386	L-Gulonolactone Oxidase
OMIT_0024387	Choline Dehydrogenase
OMIT_0024388	Plastoquinol-Plastocyanin Reductase
OMIT_0024389	Catechol 1,2-Dioxygenase
OMIT_0024390	Fatty Acid-Binding Proteins
OMIT_0024391	Catechol 2,3-Dioxygenase
OMIT_0024392	Cysteine Dioxygenase
OMIT_0024393	beta-Carotene 15,15'-Monooxygenase
OMIT_0024394	Homogentisate 1,2-Dioxygenase
OMIT_0024395	3-Hydroxyanthranilate 3,4-Dioxygenase
OMIT_0024396	Inositol Oxygenase
OMIT_0024397	gamma-Butyrobetaine Dioxygenase
OMIT_0024398	Trans-Cinnamate 4-Monooxygenase
OMIT_0024399	Benzoate 4-Monooxygenase
OMIT_0024400	Membrane Fusion Proteins
OMIT_0024401	Complement C3-C5 Convertases
OMIT_0024402	Complement C3-C5 Convertases, Alternative Pathway
OMIT_0024403	Complement C3-C5 Convertases, Classical Pathway
OMIT_0024404	Excitatory Amino Acid Transporter 3
OMIT_0024405	Excitatory Amino Acid Transporter 4
OMIT_0024406	Excitatory Amino Acid Transporter 5
OMIT_0024407	Oncogene Fusion
OMIT_0024408	Vesicular Glutamate Transport Protein 1
OMIT_0024409	Vesicular Glutamate Transport Protein 2
OMIT_0024410	SNARE Proteins
OMIT_0024411	Kynurenine 3-Monooxygenase
OMIT_0024412	Linoleoyl-CoA Desaturase
OMIT_0024413	Squalene Monooxygenase
OMIT_0024414	Succinate-Semialdehyde Dehydrogenase (NADP+)
OMIT_0024415	Malonate-Semialdehyde Dehydrogenase (Acetylating)
OMIT_0024416	Mannose-Binding Protein-Associated Serine Proteases
OMIT_0024417	Organogold Compounds
OMIT_0024418	Sodium-Phosphate Cotransporter Proteins
OMIT_0024419	Sodium-Phosphate Cotransporter Proteins, Type I
OMIT_0024420	Sodium-Phosphate Cotransporter Proteins, Type II
OMIT_0024421	Sodium-Phosphate Cotransporter Proteins, Type III
OMIT_0024422	Fatty Acid Transport Proteins
OMIT_0024423	Sodium-Phosphate Cotransporter Proteins, Type IIa
OMIT_0024424	Sodium-Phosphate Cotransporter Proteins, Type IIb
OMIT_0024425	Sodium-Phosphate Cotransporter Proteins, Type IIc
OMIT_0024426	Balaenoptera
OMIT_0024427	Fin Whale
OMIT_0024428	Glycolaldehyde Dehydrogenase
OMIT_0024429	Minke Whale
OMIT_0024430	Receptors, Dopamine D3
OMIT_0024431	Receptors, Dopamine D4
OMIT_0024432	Humpback Whale
OMIT_0024433	Receptors, Dopamine D5
OMIT_0024434	Bowhead Whale
OMIT_0024435	Beluga Whale
OMIT_0024436	Succinate-Semialdehyde Dehydrogenase
OMIT_0024437	2-Oxoisovalerate Dehydrogenase (Acylating)
OMIT_0024438	Methylmalonate-Semialdehyde Dehydrogenase (Acylating)
OMIT_0024439	L-Aminoadipate-Semialdehyde Dehydrogenase
OMIT_0024440	Aminomuconate-Semialdehyde Dehydrogenase
OMIT_0024441	Transcription Factor AP-2
OMIT_0024442	Core Binding Factor alpha Subunits
OMIT_0024443	Core Binding Factor beta Subunit
OMIT_0024444	Core Binding Factor Alpha 1 Subunit
OMIT_0024445	Core Binding Factors
OMIT_0024446	Sperm Whale
OMIT_0024447	Core Binding Factor Alpha 2 Subunit
OMIT_0024448	Core Binding Factor Alpha 3 Subunit
OMIT_0024449	Complement C2a
OMIT_0024450	Complement C2b
OMIT_0024451	Transcription Factor DP1
OMIT_0024452	Bottle-Nosed Dolphin
OMIT_0024453	Q-SNARE Proteins
OMIT_0024454	R-SNARE Proteins
OMIT_0024455	E2F Transcription Factors
OMIT_0024456	Whale, Killer
OMIT_0024457	Whales, Pilot
OMIT_0024458	E2F1 Transcription Factor
OMIT_0024459	Common Dolphins
OMIT_0024460	Retinal Dehydrogenase
OMIT_0024461	Glutamate-5-Semialdehyde Dehydrogenase
OMIT_0024462	E2F3 Transcription Factor
OMIT_0024463	E2F5 Transcription Factor
OMIT_0024464	E2F6 Transcription Factor
OMIT_0024465	E2F7 Transcription Factor
OMIT_0024466	E2F2 Transcription Factor
OMIT_0024467	E2F4 Transcription Factor
OMIT_0024468	Receptors, Guanylate Cyclase-Coupled
OMIT_0024469	Stenella
OMIT_0024470	Complement C4b-Binding Protein
OMIT_0024471	Retinoblastoma-Like Protein p130
OMIT_0024472	Complement C1 Inhibitor Protein
OMIT_0024473	Crk-Associated Substrate Protein
OMIT_0024474	Retinoblastoma-Like Protein p107
OMIT_0024475	Proto-Oncogene Proteins c-cbl
OMIT_0024476	Oncogene Protein v-cbl
OMIT_0024477	Fractures, Bone
OMIT_0024478	Fractures, Cartilage
OMIT_0024479	Papillomavirus E7 Proteins
OMIT_0024480	Benzaldehyde Dehydrogenase (NADP+)
OMIT_0024481	Betaine-Aldehyde Dehydrogenase
OMIT_0024482	Oncogene Protein v-crk
OMIT_0024483	Proto-Oncogene Proteins c-crk
OMIT_0024484	Mesomycetozoea Infections
OMIT_0024485	Phocoena
OMIT_0024486	Pyruvate Synthase
OMIT_0024487	Dihydrouracil Dehydrogenase (NAD+)
OMIT_0024488	Enoyl-(Acyl-Carrier Protein) Reductase (NADPH, B-Specific)
OMIT_0024489	Dihydrodipicolinate Reductase
OMIT_0024490	Enoyl-(Acyl-Carrier-Protein) Reductase (NADH)
OMIT_0024491	Cyclin-Dependent Kinase Inhibitor Proteins
OMIT_0024492	Cyclin-Dependent Kinase Inhibitor p21
OMIT_0024493	Cyclin-Dependent Kinase Inhibitor p27
OMIT_0024494	Cyclin-Dependent Kinase Inhibitor p57
OMIT_0024495	Cyclin-Dependent Kinase Inhibitor p15
OMIT_0024496	Cyclin-Dependent Kinase Inhibitor p18
OMIT_0024497	Cyclin-Dependent Kinase Inhibitor p19
OMIT_0024498	Qa-SNARE Proteins
OMIT_0024499	Qb-SNARE Proteins
OMIT_0024500	Qc-SNARE Proteins
OMIT_0024501	Protoporphyrinogen Oxidase
OMIT_0024502	Isovaleryl-CoA Dehydrogenase
OMIT_0024503	Glutaryl-CoA Dehydrogenase
OMIT_0024504	Complement C5b
OMIT_0024505	Stathmin
OMIT_0024506	NFATC Transcription Factors
OMIT_0024507	Nuclear Factor 90 Proteins
OMIT_0024508	Transcranial Magnetic Stimulation
OMIT_0024509	Esophageal pH Monitoring
OMIT_0024510	Proto-Oncogene Proteins c-ets
OMIT_0024511	Proto-Oncogene Protein c-ets-1
OMIT_0024512	Cryoanesthesia
OMIT_0024513	Gastric Hypothermia
OMIT_0024514	Proto-Oncogene Protein c-ets-2
OMIT_0024515	Alanine Dehydrogenase
OMIT_0024516	Glycine Dehydrogenase
OMIT_0024517	Glutamate Synthase (NADH)
OMIT_0024518	STAT Transcription Factors
OMIT_0024519	Circulatory Arrest, Deep Hypothermia Induced
OMIT_0024520	Orthodontic Extrusion
OMIT_0024521	STAT1 Transcription Factor
OMIT_0024522	STAT2 Transcription Factor
OMIT_0024523	STAT3 Transcription Factor
OMIT_0024524	STAT4 Transcription Factor
OMIT_0024525	SUNCT Syndrome
OMIT_0024526	STAT5 Transcription Factor
OMIT_0024527	STAT6 Transcription Factor
OMIT_0024528	Ternary Complex Factors
OMIT_0024529	Valine Dehydrogenase (NADP+)
OMIT_0024530	Leucine Dehydrogenase
OMIT_0024531	D-Aspartate Oxidase
OMIT_0024532	Wandering Spleen
OMIT_0024533	Arthroplasty, Replacement, Finger
OMIT_0024534	ets-Domain Protein Elk-1
OMIT_0024535	ets-Domain Protein Elk-4
OMIT_0024536	POU Domain Factors
OMIT_0024537	Octamer Transcription Factors
OMIT_0024538	Octamer Transcription Factor-1
OMIT_0024539	Split-Brain Procedure
OMIT_0024540	Octamer Transcription Factor-2
OMIT_0024541	Octamer Transcription Factor-3
OMIT_0024542	Fractures, Compression
OMIT_0024543	Octamer Transcription Factor-6
OMIT_0024544	Transcription Factor Pit-1
OMIT_0024545	Transcription Factor Brn-3
OMIT_0024546	Transcription Factor Brn-3A
OMIT_0024547	Transcription Factor Brn-3B
OMIT_0024548	Transcription Factor Brn-3C
OMIT_0024549	Cytokine Receptor gp130
OMIT_0024550	Hand Joints
OMIT_0024551	Carpal Joints
OMIT_0024552	Synaptosomal-Associated Protein 25
OMIT_0024553	Suppressor of Cytokine Signaling Proteins
OMIT_0024554	Syntaxin 1
OMIT_0024555	Protein Inhibitors of Activated STAT
OMIT_0024556	L-Amino Acid Oxidase
OMIT_0024557	Interferon-Stimulated Gene Factor 3
OMIT_0024558	Interferon-Stimulated Gene Factor 3, alpha Subunit
OMIT_0024559	Interferon-Stimulated Gene Factor 3, gamma Subunit
OMIT_0024560	Interferon Regulatory Factors
OMIT_0024561	Interferon Regulatory Factor-2
OMIT_0024562	Oxidoreductases Acting on Aldehyde or Oxo Group Donors
OMIT_0024563	Interferon Regulatory Factor-3
OMIT_0024564	Interferon Regulatory Factor-7
OMIT_0024565	Glycine Dehydrogenase (Decarboxylating)
OMIT_0024566	1-Pyrroline-5-Carboxylate Dehydrogenase
OMIT_0024567	Interferon Regulatory Factor-1
OMIT_0024568	Synaptotagmins
OMIT_0024569	Betalains
OMIT_0024570	Betacyanins
OMIT_0024571	Betaxanthins
OMIT_0024572	Synaptotagmin II
OMIT_0024573	Oxidoreductases Acting on Sulfur Group Donors
OMIT_0024574	Synaptotagmin I
OMIT_0024575	Sulfite Reductase (NADPH)
OMIT_0024576	Liquid Crystals
OMIT_0024577	Sulfite Oxidase
OMIT_0024578	Sarcosine Oxidase
OMIT_0024579	p300-CBP Transcription Factors
OMIT_0024580	E1A-Associated p300 Protein
OMIT_0024581	CREB-Binding Protein
OMIT_0024582	HSC70 Heat-Shock Proteins
OMIT_0024583	HSP72 Heat-Shock Proteins
OMIT_0024584	Hydrogensulfite Reductase
OMIT_0024585	HSP20 Heat-Shock Proteins
OMIT_0024586	Heat-Shock Proteins, Small
OMIT_0024587	Sulfite Reductase (Ferredoxin)
OMIT_0024588	HSP30 Heat-Shock Proteins
OMIT_0024589	Oxidoreductases Acting on CH-NH2 Group Donors
OMIT_0024590	Sarcosine Dehydrogenase
OMIT_0024591	Dimethylglycine Dehydrogenase
OMIT_0024592	Nitrate Reductase (NADH)
OMIT_0024593	Nitrate Reductase (NAD(P)H)
OMIT_0024594	Nitrate Reductase (NADPH)
OMIT_0024595	Nitrite Reductase (NAD(P)H)
OMIT_0024596	GMP Reductase
OMIT_0024597	Ferredoxin-Nitrite Reductase
OMIT_0024598	Nitrate Reductase
OMIT_0024599	Sulfite Dehydrogenase
OMIT_0024600	Nicotinamide N-Methyltransferase
OMIT_0024601	Homocysteine S-Methyltransferase
OMIT_0024602	TRPV Cation Channels
OMIT_0024603	Phosphatidylethanolamine N-Methyltransferase
OMIT_0024604	Basic Reproduction Number
OMIT_0024605	Guanidinoacetate N-Methyltransferase
OMIT_0024606	Glycine N-Methyltransferase
OMIT_0024607	Gene Fusion
OMIT_0024608	Betaine-Homocysteine S-Methyltransferase
OMIT_0024609	Phosphatidyl-N-Methylethanolamine N-Methyltransferase
OMIT_0024610	HSP40 Heat-Shock Proteins
OMIT_0024611	HSP110 Heat-Shock Proteins
OMIT_0024612	HSP47 Heat-Shock Proteins
OMIT_0024613	Glycine Decarboxylase Complex
OMIT_0024614	Aminomethyltransferase
OMIT_0024615	Glycine Decarboxylase Complex H-Protein
OMIT_0024616	Basic-Leucine Zipper Transcription Factors
OMIT_0024617	Maf Transcription Factors
OMIT_0024618	Maf Transcription Factors, Small
OMIT_0024619	GATA Transcription Factors
OMIT_0024620	Erythroid-Specific DNA-Binding Factors
OMIT_0024621	GATA1 Transcription Factor
OMIT_0024622	NF-E2 Transcription Factor
OMIT_0024623	NF-E2 Transcription Factor, p45 Subunit
OMIT_0024624	MafK Transcription Factor
OMIT_0024625	YY1 Transcription Factor
OMIT_0024626	Vesicle-Associated Membrane Protein 1
OMIT_0024627	Vesicle-Associated Membrane Protein 2
OMIT_0024628	GATA2 Transcription Factor
OMIT_0024629	GATA3 Transcription Factor
OMIT_0024630	GATA4 Transcription Factor
OMIT_0024631	GATA5 Transcription Factor
OMIT_0024632	GATA6 Transcription Factor
OMIT_0024633	Voltage-Dependent Anion Channels
OMIT_0024634	Voltage-Dependent Anion Channel 1
OMIT_0024635	Voltage-Dependent Anion Channel 2
OMIT_0024636	Nanomedicine
OMIT_0024637	bcl-2 Homologous Antagonist-Killer Protein
OMIT_0024638	Apoptosis Regulatory Proteins
OMIT_0024639	bcl-X Protein
OMIT_0024640	BH3 Interacting Domain Death Agonist Protein
OMIT_0024641	bcl-Associated Death Protein
OMIT_0024642	Phosphoribosylglycinamide Formyltransferase
OMIT_0024643	Phosphoribosylaminoimidazolecarboxamide Formyltransferase
OMIT_0024644	bcl-2-Associated X Protein
OMIT_0024645	Apoptosis Inducing Factor
OMIT_0024646	Inhibitor of Apoptosis Proteins
OMIT_0024647	Large-Conductance Calcium-Activated Potassium Channels
OMIT_0024648	Large-Conductance Calcium-Activated Potassium Channel alpha Subunits
OMIT_0024649	Large-Conductance Calcium-Activated Potassium Channel beta Subunits
OMIT_0024650	Leontopithecus
OMIT_0024651	Vesicle-Associated Membrane Protein 3
OMIT_0024652	Glutamate Formimidoyltransferase
OMIT_0024653	Amino-Acid N-Acetyltransferase
OMIT_0024654	Dihydrolipoyllysine-Residue Acetyltransferase
OMIT_0024655	Diacylglycerol O-Acyltransferase
OMIT_0024656	Sphingosine N-Acyltransferase
OMIT_0024657	Serine O-Acetyltransferase
OMIT_0024658	Acyl-Carrier Protein S-Acetyltransferase
OMIT_0024659	Complement Inactivating Agents
OMIT_0024660	Proto-Oncogene Proteins c-akt
OMIT_0024661	Oncogene Protein v-akt
OMIT_0024662	PTEN Phosphohydrolase
OMIT_0024663	Proto-Oncogene Proteins c-fyn
OMIT_0024664	Atelidae
OMIT_0024665	Platyrrhini
OMIT_0024666	Catarrhini
OMIT_0024667	Acyl-Carrier Protein S-Malonyltransferase
OMIT_0024668	Glucosamine 6-Phosphate N-Acetyltransferase
OMIT_0024669	Homoserine O-Succinyltransferase
OMIT_0024670	Proto-Oncogene Proteins c-ret
OMIT_0024671	Glial Cell Line-Derived Neurotrophic Factor Receptors
OMIT_0024672	Glial Cell Line-Derived Neurotrophic Factors
OMIT_0024673	Tarsii
OMIT_0024674	Glial Cell Line-Derived Neurotrophic Factor
OMIT_0024675	Neurturin
OMIT_0024676	Serine C-Palmitoyltransferase
OMIT_0024677	1-Acylglycerol-3-Phosphate O-Acyltransferase
OMIT_0024678	Receptors, Scavenger
OMIT_0024679	Scavenger Receptors, Class A
OMIT_0024680	Scavenger Receptors, Class B
OMIT_0024681	Scavenger Receptors, Class C
OMIT_0024682	Scavenger Receptors, Class D
OMIT_0024683	Scavenger Receptors, Class E
OMIT_0024684	Scavenger Receptors, Class F
OMIT_0024685	Receptors, Oxidized LDL
OMIT_0024686	Rad51 Recombinase
OMIT_0024687	Selenium-Binding Proteins
OMIT_0024688	Selenoproteins
OMIT_0024689	Retinol O-Fatty-Acyltransferase
OMIT_0024690	N-Acylsphingosine Galactosyltransferase
OMIT_0024691	Ganglioside Galactosyltransferase
OMIT_0024692	Selenoprotein P
OMIT_0024693	Methionine Sulfoxide Reductases
OMIT_0024694	Selenoprotein W
OMIT_0024695	Clusterin
OMIT_0024696	Wnt Proteins
OMIT_0024697	Wnt2 Protein
OMIT_0024698	Wnt1 Protein
OMIT_0024699	Frizzled Receptors
OMIT_0024700	beta Catenin
OMIT_0024701	Catenins
OMIT_0024702	alpha Catenin
OMIT_0024703	Plakins
OMIT_0024704	Desmoplakins
OMIT_0024705	Desmosomal Cadherins
OMIT_0024706	Desmogleins
OMIT_0024707	Desmoglein 1
OMIT_0024708	Desmoglein 3
OMIT_0024709	gamma Catenin
OMIT_0024710	Armadillo Domain Proteins
OMIT_0024711	Desmocollins
OMIT_0024712	Knowledge Bases
OMIT_0024713	Murinae
OMIT_0024714	Plectin
OMIT_0024715	Plakophilins
OMIT_0024716	Receptors, Pattern Recognition
OMIT_0024717	Toll-Like Receptors
OMIT_0024718	Toll-Like Receptor 1
OMIT_0024719	Toll-Like Receptor 2
OMIT_0024720	Toll-Like Receptor 3
OMIT_0024721	Toll-Like Receptor 4
OMIT_0024722	Toll-Like Receptor 5
OMIT_0024723	Toll-Like Receptor 7
OMIT_0024724	Toll-Like Receptor 8
OMIT_0024725	Toll-Like Receptor 10
OMIT_0024726	Toll-Like Receptor 6
OMIT_0024727	Toll-Like Receptor 9
OMIT_0024728	Lymphocyte Antigen 96
OMIT_0024729	Pituitary Adenylate Cyclase-Activating Polypeptide
OMIT_0024730	Pisiform Bone
OMIT_0024731	Triquetrum Bone
OMIT_0024732	Trapezium Bone
OMIT_0024733	Trapezoid Bone
OMIT_0024734	Capitate Bone
OMIT_0024735	Hamate Bone
OMIT_0024736	Geranyltranstransferase
OMIT_0024737	3-Phosphoshikimate 1-Carboxyvinyltransferase
OMIT_0024738	Farnesyltranstransferase
OMIT_0024739	Geranylgeranyl-Diphosphate Geranylgeranyltransferase
OMIT_0024740	Receptors, Pituitary Adenylate Cyclase-Activating Polypeptide
OMIT_0024741	Receptors, Pituitary Adenylate Cyclase-Activating Polypeptide, Type I
OMIT_0024742	Receptors, Vasoactive Intestinal Polypeptide, Type I
OMIT_0024743	Receptors, Vasoactive Intestinal Peptide, Type II
OMIT_0024744	Caveolin 1
OMIT_0024745	Caveolin 2
OMIT_0024746	Caveolin 3
OMIT_0024747	Retinal Bipolar Cells
OMIT_0024748	Glucose Transport Proteins, Facilitative
OMIT_0024749	Sodium-Glucose Transport Proteins
OMIT_0024750	Retinal Horizontal Cells
OMIT_0024751	Oncogene Protein v-maf
OMIT_0024752	Proto-Oncogene Proteins c-maf
OMIT_0024753	MafB Transcription Factor
OMIT_0024754	MafG Transcription Factor
OMIT_0024755	MafF Transcription Factor
OMIT_0024756	Granulomatosis, Orofacial
OMIT_0024757	D-Alanine Transaminase
OMIT_0024758	Nuclear Respiratory Factors
OMIT_0024759	NF-E2-Related Factor 1
OMIT_0024760	Nuclear Respiratory Factor 1
OMIT_0024761	NF-E2-Related Factor 2
OMIT_0024762	GA-Binding Protein Transcription Factor
OMIT_0024763	Sodium-Glucose Transporter 1
OMIT_0024764	Headache Disorders, Primary
OMIT_0024765	Headache Disorders, Secondary
OMIT_0024766	Glucose Transporter Type 1
OMIT_0024767	Glucose Transporter Type 2
OMIT_0024768	Glucose Transporter Type 3
OMIT_0024769	Glucose Transporter Type 4
OMIT_0024770	Leucine Transaminase
OMIT_0024771	Succinyldiaminopimelate Transaminase
OMIT_0024772	beta-Alanine-Pyruvate Transaminase
OMIT_0024773	Tryptophan Transaminase
OMIT_0024774	Glucose Transporter Type 5
OMIT_0024775	Sodium-Glucose Transporter 2
OMIT_0024776	Post-Traumatic Headache
OMIT_0024777	Post-Dural Puncture Headache
OMIT_0024778	Wiskott-Aldrich Syndrome Protein Family
OMIT_0024779	Desmoglein 2
OMIT_0024780	Paroxysmal Hemicrania
OMIT_0024781	Trigeminal Autonomic Cephalalgias
OMIT_0024782	Profilins
OMIT_0024783	L-Lysine 6-Transaminase
OMIT_0024784	2-Aminoadipate Transaminase
OMIT_0024785	Glycine Transaminase
OMIT_0024786	Wiskott-Aldrich Syndrome Protein
OMIT_0024787	Wiskott-Aldrich Syndrome Protein, Neuronal
OMIT_0024788	Mitochondrial Membranes
OMIT_0024789	Chemical Terrorism
OMIT_0024790	Cofilin 1
OMIT_0024791	Actin Depolymerizing Factors
OMIT_0024792	Cofilin 2
OMIT_0024793	Dependent Ambulation
OMIT_0024794	Actin Capping Proteins
OMIT_0024795	Destrin
OMIT_0024796	Mobility Limitation
OMIT_0024797	CapZ Actin Capping Protein
OMIT_0024798	Tropomodulin
OMIT_0024799	Cortactin
OMIT_0024800	Cyclin-Dependent Kinase 2
OMIT_0024801	Cyclin-Dependent Kinase 4
OMIT_0024802	Lymphohistiocytosis, Hemophagocytic
OMIT_0024803	Cyclin-Dependent Kinase 5
OMIT_0024804	Cyclin-Dependent Kinase 6
OMIT_0024805	Actin-Related Protein 2-3 Complex
OMIT_0024806	Actin-Related Protein 2
OMIT_0024807	Actin-Related Protein 3
OMIT_0024808	Mice
OMIT_0024809	GRB2 Adaptor Protein
OMIT_0024810	Rats
OMIT_0024811	GRB7 Adaptor Protein
OMIT_0024812	GRB10 Adaptor Protein
OMIT_0024813	Aquaglyceroporins
OMIT_0024814	Aquaporin 1
OMIT_0024815	Aquaporin 2
OMIT_0024816	Aquaporin 3
OMIT_0024817	Aquaporin 4
OMIT_0024818	Aquaporin 5
OMIT_0024819	Aquaporin 6
OMIT_0024820	Focal Adhesion Protein-Tyrosine Kinases
OMIT_0024821	Focal Adhesion Kinase 1
OMIT_0024822	Focal Adhesion Kinase 2
OMIT_0024823	Paxillin
OMIT_0024824	Renal Insufficiency, Chronic
OMIT_0024825	Renal Insufficiency
OMIT_0024826	Syntaxin 16
OMIT_0024827	Fibrocartilage
OMIT_0024828	Gene Flow
OMIT_0024829	Hyaline Cartilage
OMIT_0024830	Elastic Cartilage
OMIT_0024831	Maf Transcription Factors, Large
OMIT_0024832	Neuralgia, Postherpetic
OMIT_0024833	Triangular Fibrocartilage
OMIT_0024834	Plant Infertility
OMIT_0024835	Receptor, Fibroblast Growth Factor, Type 1
OMIT_0024836	Receptor, Fibroblast Growth Factor, Type 2
OMIT_0024837	Receptor, Fibroblast Growth Factor, Type 3
OMIT_0024838	Receptor, Fibroblast Growth Factor, Type 4
OMIT_0024839	Receptor, Fibroblast Growth Factor, Type 5
OMIT_0024840	Hemospermia
OMIT_0024841	Digital Rectal Examination
OMIT_0024842	Fibroblast Growth Factor 3
OMIT_0024843	Fibroblast Growth Factor 4
OMIT_0024844	Antiperspirants
OMIT_0024845	Fibroblast Growth Factor 5
OMIT_0024846	Fibroblast Growth Factor 6
OMIT_0024847	Fibroblast Growth Factor 7
OMIT_0024848	Fibroblast Growth Factor 8
OMIT_0024849	Fibroblast Growth Factor 9
OMIT_0024850	Fibroblast Growth Factor 10
OMIT_0024851	Odontogenic Tumor, Squamous
OMIT_0024852	Guanylate Kinase
OMIT_0024853	Hepatocyte Nuclear Factors
OMIT_0024854	Hepatocyte Nuclear Factor 1
OMIT_0024855	Hepatocyte Nuclear Factor 1-alpha
OMIT_0024856	Hepatocyte Nuclear Factor 1-beta
OMIT_0024857	Winged-Helix Transcription Factors
OMIT_0024858	Hepatocyte Nuclear Factor 3-alpha
OMIT_0024859	Hepatocyte Nuclear Factor 3-beta
OMIT_0024860	Hepatocyte Nuclear Factor 3-gamma
OMIT_0024861	Cytochrome P-450 CYP3A
OMIT_0024862	Cyclooxygenase 1
OMIT_0024863	Cyclooxygenase 2
OMIT_0024864	Heme Oxygenase-1
OMIT_0024865	Histone Acetyltransferases
OMIT_0024866	Glutathione S-Transferase pi
OMIT_0024867	I-kappa B Kinase
OMIT_0024868	beta-Adrenergic Receptor Kinases
OMIT_0024869	Hyperbilirubinemia, Neonatal
OMIT_0024870	Hepatocyte Nuclear Factor 4
OMIT_0024871	Onecut Transcription Factors
OMIT_0024872	Hepatocyte Nuclear Factor 6
OMIT_0024873	Proto-Oncogene Proteins c-bcl-6
OMIT_0024874	Complement C3 Convertase, Alternative Pathway
OMIT_0024875	Proto-Oncogene Proteins c-bcr
OMIT_0024876	Complement C5 Convertase, Alternative Pathway
OMIT_0024877	Proto-Oncogene Proteins c-vav
OMIT_0024878	Protein Kinase C-alpha
OMIT_0024879	Proto-Oncogene Proteins c-hck
OMIT_0024880	Proto-Oncogene Proteins c-pim-1
OMIT_0024881	Complement C3 Convertase, Classical Pathway
OMIT_0024882	Proto-Oncogene Proteins c-yes
OMIT_0024883	Complement C5 Convertase, Classical Pathway
OMIT_0024884	Proto-Oncogene Proteins c-fes
OMIT_0024885	Neurogranin
OMIT_0024886	Neuronal Calcium-Sensor Proteins
OMIT_0024887	Neurocalcin
OMIT_0024888	Hippocalcin
OMIT_0024889	Whole Body Imaging
OMIT_0024890	Glucose-1-Phosphate Adenylyltransferase
OMIT_0024891	Recoverin
OMIT_0024892	Guanylate Cyclase-Activating Proteins
OMIT_0024893	Kv Channel-Interacting Proteins
OMIT_0024894	G-Protein-Coupled Receptor Kinase 1
OMIT_0024895	CDP-Diacylglycerol-Inositol 3-Phosphatidyltransferase
OMIT_0024896	Neuronal Apoptosis-Inhibitory Protein
OMIT_0024897	X-Linked Inhibitor of Apoptosis Protein
OMIT_0024898	Shaker Superfamily of Potassium Channels
OMIT_0024899	Ether-A-Go-Go Potassium Channels
OMIT_0024900	Gardening
OMIT_0024901	Small-Conductance Calcium-Activated Potassium Channels
OMIT_0024902	Histiocytoma
OMIT_0024903	KCNQ Potassium Channels
OMIT_0024904	KCNQ1 Potassium Channel
OMIT_0024905	KCNQ2 Potassium Channel
OMIT_0024906	KCNQ3 Potassium Channel
OMIT_0024907	Intermediate-Conductance Calcium-Activated Potassium Channels
OMIT_0024908	Kv1.1 Potassium Channel
OMIT_0024909	Kv1.2 Potassium Channel
OMIT_0024910	Kv1.3 Potassium Channel
OMIT_0024911	Kv1.4 Potassium Channel
OMIT_0024912	Kv1.5 Potassium Channel
OMIT_0024913	Kv1.6 Potassium Channel
OMIT_0024914	Delayed Rectifier Potassium Channels
